Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-28 13:30:00+00:00,269.30499267578125,227.71400451660156,270.1499938964844,754.0800170898438,1095.8399658203125,269.6499938964844,228.3000030517578,270.9800109863281,755.5,1096.9998779296875,268.9501037597656,227.60000610351562,269.92999267578125,752.5,1093.00830078125,269.135009765625,228.22000122070312,269.989990234375,752.989990234375,1094.02001953125,2327059,2305679,1283952,439558,107806.0
2025-10-28 13:31:00+00:00,269.1000061035156,228.28990173339844,270.5799865722656,753.5599975585938,1095.9100341796875,269.8699951171875,228.55990600585938,270.7300109863281,755.0349731445312,1097.989990234375,269.04998779296875,227.72000122070312,270.0,752.5499877929688,1094.9052734375,269.3074951171875,227.74000549316406,270.2699890136719,754.1699829101562,1096.1800537109375,447107,265005,117422,33602,26826.0
2025-10-28 13:32:00+00:00,269.17498779296875,228.1699981689453,270.8900146484375,754.0,1100.0,269.3399963378906,228.5500030517578,270.8900146484375,755.0,1101.0,268.989990234375,228.0,269.95001220703125,753.1199951171875,1095.9100341796875,269.0799865722656,228.24960327148438,270.5849914550781,753.7750244140625,1095.9100341796875,308697,217692,116046,36342,36571.0
2025-10-28 13:33:00+00:00,269.45928955078125,227.86749267578125,271.0400085449219,754.510009765625,1099.7640380859375,269.489990234375,228.58999633789062,271.1000061035156,755.7999877929688,1103.300048828125,269.1549987792969,227.6999969482422,270.53009033203125,753.8599853515625,1099.7640380859375,269.17498779296875,228.17999267578125,270.8699951171875,754.3800048828125,1101.6199951171875,229622,262982,120014,87435,30517.0
2025-10-28 13:34:00+00:00,269.18499755859375,227.42999267578125,270.79998779296875,754.3856811523438,1098.7867431640625,269.44000244140625,228.08999633789062,271.3800048828125,755.1699829101562,1100.425048828125,268.8999938964844,227.33799743652344,270.67999267578125,754.1099853515625,1098.0,269.42999267578125,227.8800048828125,271.0199890136719,754.5750122070312,1100.425048828125,304520,295312,134294,87187,15583.0
2025-10-28 13:35:00+00:00,268.8299865722656,227.26499938964844,269.9574890136719,753.3150024414062,1099.669921875,269.32000732421875,227.77000427246094,270.7900085449219,755.1500244140625,1101.0943603515625,268.79998779296875,227.22999572753906,269.9574890136719,753.2000122070312,1098.97998046875,269.1861877441406,227.4600067138672,270.7900085449219,754.4149780273438,1099.0550537109375,189220,219048,117737,76079,17303.0
2025-10-28 13:36:00+00:00,269.1199951171875,227.5989990234375,270.0799865722656,754.7000122070312,1100.137451171875,269.1600036621094,227.72999572753906,270.1300048828125,754.9099731445312,1100.9300537109375,268.7900085449219,227.1999969482422,269.8299865722656,753.3150024414062,1099.2691650390625,268.8399963378906,227.28700256347656,269.989990234375,753.3150024414062,1100.094970703125,178267,199343,106477,51714,13051.0
2025-10-28 13:37:00+00:00,269.125,227.47999572753906,270.0,754.630126953125,1101.530029296875,269.3599853515625,227.63999938964844,270.44000244140625,755.3099975585938,1101.530029296875,268.8299865722656,227.27999877929688,269.8699951171875,753.9500122070312,1099.93994140625,269.1199951171875,227.5800018310547,270.07501220703125,754.7100219726562,1100.2099609375,156783,178418,74717,68699,22638.0
